URL,Researcher,Name,Title,Department,Europe,North America,Latin Am. & Carribean,S SE & E Asia,Central & Western Asia,Northern Africa,Subsaharan Africa,Oceania,Artic,Critique of knowledge production,Managing Metabolic processes,Empowerment and inequality,Imagining the future,Understanding the past,Biodiversity,Air,Built Environment,Energy,Representations,Transport,Waste,Water,Food,Abiotic resources,Environment / climate,Human Wellbeing (IRIS),Materials (IRIS),Global Health (IRIS),Intercultural Interaction (IRIS),"Energy, Envir. & Transport (IRIS)",Public Policy & Governance (IRIS),Sustainable Cities (IRIS),Risk & Security (IRIS),Systems Engineering (IRIS)
http://iris.ucl.ac.uk/iris/browse/profile?upi=ELETI04,ELETI04,Emmanuel Letier,Dr,Computer Science,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,1,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=EMPCI45,EMPCI45,Elisabete Cidre,Dr,School of Planning,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=EMUKP74,EMUKP74,Ema Muk-Pavic,Ms,Mechanical Engineering,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=EOIKO81,EOIKO81,Eleni Oikonomou,Ms,UCL Energy Institute,1,,,,,,,,,,1,,1,,,,1,1,,,,,,,1,1,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=EPOLY45,EPOLY45,Eleftheria Polykarpou,Miss,UCL Australia,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,
http://www.ucl.ac.uk/~ucecesf/,ESFRA78,Eric Fraga,Prof,Chemical Engineering,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,1,,,,1
http://www.ucl.ac.uk/ssees/people,essi ,Essi  Viitanen,0,Sch of Slavonic & East European Studies,1,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=ETERA70,ETERA70,Emma Terama,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,1,1,1,,1,,1,,,,,,,1,,1,,,,1,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=ETRUT92,ETRUT92,Evelina Trutnevyte,Dr,UCL Energy Institute,1,,,,,,,,,,,,,,1,,1,1,,,,,,,1,,,,,1,1,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=EVOMV99,EVOMV99,Eleni Vomvyla,Miss,Library Services,1,,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=EVONB15,EVONB15,Etienne Von Bertrab,Mr,Development Planning Unit,,,1,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=FCACI43,FCACI43,Franco Cacialli,Prof,Physics & Astronomy,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,1,,1,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=FCARA87,FCARA87,Francesco Caravelli ,,"Civil, Environmental and Geomatic Engineering",1,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=FCOEL01,FCOEL01,Filipa Wunderlich,Dr,School of Planning,,,,,,,,,,1,1,,,,,,1,,,,,,,,,1,,,1,,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=FCUIT66,FCUIT66,Felix Ciuta,Dr,Sch of Slavonic & East European Studies,1,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,,,1,,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=FELLX23,FELLX23,Michael Fell,0,UCL Energy Institute,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=FMEDD49,FMEDD49,Francesca Medda,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=FNASI05,FNASI05,Fuzhan Nasiri,Dr,The Bartlett School of Graduate Studies,,1,,,,,,,,,1,,,,,,1,1,,,,1,,,,,,,,1,,1,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=FWUXX57,FWUXX57,Fulong Wu,Prof,School of Planning,,,,1,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=FZHAN24,FZHAN24,Fangzhu Zhang,Dr,School of Planning,,,,1,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=GANAN46,GANAN46,Gabrial Anandarajah,Dr,UCL Energy Institute,1,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=GASHI56,GASHI56,Graham Shields,Dr,Earth Sciences,,,,1,1,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=GEMOO39,GEMOO39,Gemma Moore,Miss,UCL Public Engagement Unit,1,,,,,,,,,1,1,1,,,,,1,,,,,,1,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=GHDUI16,GHDUI16,Ger Duijzings,Dr,Sch of Slavonic & East European Studies,1,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,1,1,,1,,
http://www.ucl.ac.uk/secret/current_students/2012_cohort/2012-cohort-profiles/alex-gibberd,GIBBE88,Alex Gibberd,0,Security and Crime Science,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=GMANO69,GMANO69,Yeoryia Manolopoulou,Dr,School of Architecture,1,,,,,,,,,,,1,1,,,,1,,,,,,,,1,1,1,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=GMANO86,GMANO86,George Manos,Dr,Chemical Engineering,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=GMHUE67,GMHUE67,Gesche Huebner,Dr,UCL Energy Institute,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=GOWEN88,GOWEN88,Gillian Owen,Dr,UCL Australia,1,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=GUILB03,GUILB03,Joel Guilbald,0,UCL Energy Institute,,1,1,,,,,1,,,1,,,,,,,1,,,,,,1,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=HALTA34,HALTA34,Hector Altamirano,Dr,The Bartlett School of Graduate Studies,,,,,,,,,,,1,,,,,,1,1,,,,,,,,1,,1,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=HBORR81,HBORR81,Herv? Borrion,Dr,Security and Crime Science,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=HDALY60,HDALY60,Hannah Daly,Dr,UCL Energy Institute,1,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=HDIMI13,HDIMI13,Harry Dimitriou,Prof,School of Planning,1,,,1,,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=HFACH67,HFACH67,Andy Chow,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,1,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=HJENE78,HJENE78,Hayley Newman,Dr,Slade School of Fine Art,1,,,,,,,,,,1,,1,1,,,1,,,,,1,1,,1,,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=HJOFF28,HJOFF28,Helene Joffe,,Psychology & Language Sciences,,1,,1,1,,,,,,,1,1,,,,1,,1,,,,,,1,,,1,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=HPOWE89,HPOWE89,Hilary Powell,Dr,School of Architecture,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,1,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=HSMYT78,HSMYT78,Hedley Smyth,Dr,School of Construction & Project Mgt,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=HTITH94,HTITH94,Helena Titheridge,Dr,"Civil, Environmental and Geomatic Engineering",1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,1,,1,,
https://www.bartlett.ucl.ac.uk/casa/people/mphil-phd-students/Stephan_Hugel,HUGEL48,Stephen Hugel,0,Centre for Advanced Spatial Analysis,1,,,,,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=IHAMI19,IHAMI19,Ian Hamilton,Mr,UCL Energy Institute,1,1,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,1,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=IHAMI75,IHAMI75,Iqbal Hamiduddin,Dr,School of Planning,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,,,1,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=IJKEP80,IJKEP80,Ilkka Keppo,Dr,UCL Energy Institute,,,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=IMBOR56,IMBOR56,Iain Borden,Prof,School of Architecture,,,,,,,,,,1,,,,1,,,1,,1,,,,,,,,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=IPAPA54,IPAPA54,Ioannis Papakonstantinou,Dr,Electronic & Electrical Eng,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,1,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=ISTEE12,ISTEE12,Ine Steenmans,0,"Civil, Environmental and Geomatic Engineering",,1,,,,,,,,,1,,,,,,1,1,,,1,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JACHE16,JACHE16,James Cheshire,Dr,Centre for Advanced Spatial Analysis,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,1,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JAFOR22,JAFOR22,Adrian Forty,Prof,School of Architecture,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JAMFE87,JAMFE87,Jessica Ferm,Dr,School of Planning,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JBHOL08,JBHOL08,Jane Holder,Prof,Faculty of Laws,1,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JBLUM96,JBLUM96,Jochen Blumberger,Dr,Physics & Astronomy,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JDAVI65,JDAVI65,Julio Davila,Dr,Development Planning Unit,1,,1,1,1,,1,,,,1,1,,,,,1,,,1,1,1,,,,,,1,,1,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JDROB71,JDROB71,Jennifer Robinson,Prof,Geography,,,,,,,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JDTWI48,JDTWI48,John Twigg,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,1,,,,1,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JEADE85,JEADE85,John Eade,Prof,Geography,1,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JEZST74,JEZST74,Jack Stilgoe,Dr,Science & Technology Studies,,,,,,,,,,,,1,1,,,,,,,,,,1,,,1,,,,1,1,,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JFIOR23,JFIOR23,Jorge Fiori,Mr,Development Planning Unit,,,1,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JGSWI10,JGSWI10,James Wilson,Dr,Philosophy,,,,,,,,,,1,1,,1,,,,1,,,,,,,,,1,,1,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JGTAY63,JGTAY63,Jonathon Taylor,Mr,The Bartlett School of Graduate Studies,1,,,,,,,,,1,1,,1,,,1,1,1,,,,,,,,,,,,1,,1,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JHARO88,JHARO88,Julien Harou,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JHWAL18,JHWAL18,Julian Walker,Mr,Development Planning Unit,1,,,1,1,1,1,,,,1,1,,,,,1,,,,,,,,,1,,,1,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JJDAY99,JJDAY99,Julia Day,Dr,"Genetics, Evolution & Environment",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JLEWI60,JLEWI60,Jerome Lewis,Dr,Anthropology,,,,,,,1,,,,1,1,,1,1,,,,1,,,,,,,,,1,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JMATL52,JMATL52,Jann Matlock,Dr,French,1,,,,,,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JMIND63,JMIND63,Jenny Mindell,Dr,Epidemiology & Public Health,1,,,,,,,,,,1,,1,,,,,,,1,,,,,,1,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JMKEL46,JMKEL46,John Kelsey,Mr,School of Construction & Project Mgt,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,,1,,
http://www.ucl.ac.uk/archaeology/people/research/gardner,Johnathan Gardner,Johnathan  Gardner,0,Institute of Archaeology,1,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JOPAS99,JOPAS99,James Paskins,Dr,VP: Research,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JPALM41,JPALM41,Jan-Peter Muller,Prof,Space & Climate Physics,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JPSTE93,JPSTE93,Philip Steadman,Prof,School of Architecture,1,,,,,,,,,,1,,,,,,1,1,,1,,,,,,,,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JRMOR19,JRMOR19,Janice  Morphet,Dr,School of Planning,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,1,,,,1,1,1,,
http://www.ucl.ac.uk/spp/people/research-students/javier-sajuria,JSAJU70,SAJURIA GARCES JAVIER EMILIO,0,Political Science,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JSTEG94,JSTEG94,Julia Stegemann,Dr,"Civil, Environmental and Geomatic Engineering",1,1,,,,,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JTANG13,JTANG13,Junwang Tang,Dr,Chemical Engineering,,,,,,,,,,,1,,1,,,1,,1,,,1,1,,,,,1,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JWGAR15,JWGAR15,Jonathon Gardner ,0,Institute of Archaeology,1,,,,,,,,,1,,,,1,,,1,,1,,1,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JWILL27,JWILL27,Joanna Williams,Dr,School of Planning,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=JWSON04,JWSON04,Jung Won Sonn,Dr,School of Planning,,1,,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=KALSA78,KALSA78,Kinda Al-Sayed,Mrs,The Bartlett School of Graduate Studies,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,1,,1,1,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=KCURR06,KCURR06,Katherine 0,Dr,The Bartlett School of Graduate Studies,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=KDUGM09,KDUGM09,Keith Dugmore,Prof,Centre for Advanced Spatial Analysis,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=KFOUS42,KFOUS42,Kalliopi Fouseki,Dr,The Bartlett School of Graduate Studies,1,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=KHOLT76,KHOLT76,Katherine Holt,Dr,Chemistry,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=KJAMI01,KJAMI01,Kyle Jamieson,Dr,Computer Science,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=KKARI67,KKARI67,Kayvan Karimi,0,The Bartlett School of Graduate Studies,1,,,,1,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=KLREV48,KLREV48,Kirsty Revell,0,"Civil, Environmental and Geomatic Engineering",1,,,,,,,,,,1,,,,,,,1,,1,1,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=KMHOM90,KMHOM90,Katherine Homewood,Prof,Anthropology,,,,,,,1,,,,1,,,,1,,,,,,,,1,,1,,,1,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=KOSUE88,KOSUE88,William Suen,Dr,Mechanical Engineering,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=KPMAN87,KPMAN87,Kevin Mansfield,Prof,The Bartlett School of Graduate Studies,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=KWOOD71,KWOOD71,Karl Woodbridge,Dr,Electronic & Electrical Eng,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,1,1,
Kxxxxxx,Kxxxxxx,Ka- Man  Lai,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=LCAPR65,LCAPR65,Licia Capra,Dr,Computer Science,1,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,1,,1,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=LCCAM91,LCCAM91,Luiza Campos,Dr,"Civil, Environmental and Geomatic Engineering",1,,,1,,,,,,,1,,1,,,,,,,,1,1,,,,,,1,,1,,1,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=LCIRI23,LCIRI23,Lena Ciric,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,1,1,,,,,,,,,1,1,,,,1,,1,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=LGRIF14,LGRIF14,Liza Griffin,Dr,Development Planning Unit,1,,,,,,,,,1,1,1,,,,,1,,,,,1,1,,,,,,,,1,1,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=LMALK36,LMALK36,Liora Malki-Epshtein,Dr,"Civil, Environmental and Geomatic Engineering",1,1,,1,,,,,,,,,1,,,,1,1,,1,,1,1,,,1,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=LMARJ86,LMARJ86,Ljiljana Marjanovic- Halburd,Dr,The Bartlett School of Graduate Studies,,,,1,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,1,,,,
